pc_time,fn,r0_raw,r0_hampel_gate,r0_filtered_ewma,r1,r2,glitch_flag,N,alpha,k1
2026-06-16 11:01:35,10745,0.854742,0.854742,0.861907,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:35,10746,0.855448,0.855448,0.859323,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10747,0.854652,0.854652,0.857455,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10748,0.857182,0.857182,0.857346,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10749,0.862616,0.862616,0.859454,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10750,0.857855,0.857855,0.858814,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10751,0.858133,0.858133,0.858542,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10752,0.858143,0.858143,0.858382,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10753,0.859143,0.859143,0.858687,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10754,0.861162,0.861162,0.859677,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10755,0.866926,0.866926,0.862576,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10756,0.871195,0.871195,0.866024,1.371382,1.550699,0,7,0.40,3.0
2026-06-16 11:01:36,10757,0.873073,0.873073,0.868844,0.967919,1.371382,0,7,0.40,3.0
2026-06-16 11:01:36,10758,0.868366,0.868366,0.868653,0.967919,1.371382,0,7,0.40,3.0
